com_nam,lin_ima,rep_typ,com_typ,com_des,fil_fre,add,cit,sta,zip,tre_nam,com_id,fec_ele_yea,ind_ite_con,ind_uni_con,ind_con,ind_ref,par_com_con,oth_com_con,oth_com_ref,can_con,tot_con,tot_con_ref,can_loa,can_loa_rep,oth_loa,oth_loa_rep,tot_loa,tot_loa_rep,tra_fro_oth_aut_com,tra_fro_non_fed_acc,tra_fro_non_fed_lev_acc,tot_non_fed_tra,oth_rec,tot_rec,tot_fed_rec,ope_exp,sha_fed_ope_exp,sha_non_fed_ope_exp,tot_ope_exp,off_to_ope_exp,fed_sha_of_joi_act,non_fed_sha_of_joi_act,non_all_fed_ele_act_par,tot_fed_ele_act,fed_can_com_con,fed_can_con_ref,ind_exp_mad,coo_exp_par,loa_mad,loa_rep_rec,tra_to_oth_aut_com,fun_dis,off_to_fun_exp_pre,exe_leg_acc_dis_pre,off_to_leg_acc_exp_pre,tot_off_to_ope_exp,oth_dis,tot_fed_dis,tot_dis,net_con,net_ope_exp,cas_on_han_beg_of_per,cas_on_han_clo_of_per,deb_owe_by_com,deb_owe_to_com,cov_sta_dat,cov_end_dat,pol_par_com_ref,can_id,cas_on_han_beg_of_yea,cas_on_han_clo_of_yea,exp_sub_to_lim_pri_yea_pre,exp_sub_lim,fed_fun,ite_con_exp_con_com,ite_oth_dis,ite_oth_inc,ite_oth_ref_or_reb,ite_ref_or_reb,oth_fed_ope_exp,sub_con_exp,sub_oth_ref_or_reb,sub_ref_or_reb,tot_com_cos,tot_exp_sub_to_lim_pre,uni_con_exp,uni_oth_dis,uni_oth_inc,uni_oth_ref_or_reb,uni_ref_or_reb
ANDRE QUINTERO FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00632885&tabIndex=3,Q1,H,P,Q,249 E OCEAN BLVD STE 685,LONG BEACH,CA,90802.00,DAVID L GOULD,C00632885,2020.00,,,,,,,,,,,,,,,,,,,,,,,,3537.20,,,,,,,,,,,,,,,,,,,,,,,3537.20,,3537.20,95678.51,92141.31,,,43466.00,43555.00,,H8CA32070,,,,,,,,,,,,,,,,,,,,,
ANDREA RAMSEY FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00647669&tabIndex=3,TER,H,P,Q,PO BOX 4107,KANSAS CITY,KS,66104.00,"RAMSEY, WILLIAM A.",C00647669,2020.00,,,,,,,,,,,,,,,,,,,,,,,,77.59,,,,,,,,,,,,,,,,,,,,,14500.00,,14577.59,,77.59,77340.02,62762.43,,,43466.00,43510.00,,H8KS03106,,,,,,,,,,,,,,,,,,,,,
ANDREA RAMSEY FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00647669&tabIndex=3,Q1,H,P,Q,PO BOX 4107,KANSAS CITY,KS,66104.00,"RAMSEY, WILLIAM A.",C00647669,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62762.43,62762.43,,,43511.00,43555.00,,H8KS03106,,,,,,,,,,,,,,,,,,,,,
ANDREW GRANT FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00649400&tabIndex=3,Q1,H,P,Q,1750 PRAIRIE CITY STE 130 PMB 169,FOLSOM,CA,95630.00,VONA L COPP,C00649400,2020.00,,,,,,,,,,,,,,,,,,,,,75.54,75.54,,1683.00,,,,,,,,,,,,,,,,,,,,,1000.00,,2683.00,,1683.00,16172.85,13565.39,2958.07,,43466.00,43555.00,,H8CA07056,,,,,,,,,,,,,,,,,,,,,
ANDREW JANZ FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00638510&tabIndex=3,Q1,H,P,Q,2037 WEST BULLARD #334,FRESNO,CA,93711.00,JAY PETTERSON,C00638510,2020.00,,,,5063.50,,,,,,5063.50,,,,,,,145.78,,,,,21373.72,,16449.95,,,,21227.94,,,,,,,,,,,,,,,,,,,21513.45,-5063.50,-4777.99,22047.31,21907.58,,,43466.00,43555.00,,H8CA22139,,,,,,,,,,,,,,,,,,,,,
ANDREW LEARNED FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00646455&tabIndex=3,Q1,H,P,Q,3433 LITHIA PINECREST ROAD STE#249,VALRICO,FL,33596.00,"STEMPSON, BRENDA",C00646455,2020.00,15550.00,3565.00,19115.00,,,,,,19115.00,,5600.00,,,,5600.00,,,,,,,24715.00,,754.33,,,,,,,,,,,,,,,,,,,,,,,754.33,19115.00,754.33,7259.65,31220.32,7600.00,,43466.00,43555.00,,H8FL15180,,,,,,,,,,,,,,,,,,,,,
ANDREW TAKAMI FOR US SENATE,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00638692&tabIndex=3,Q1,S,P,Q,3111 SPEITH ROAD,HENRYVILLE,IN,47126.00,RONALD F BARNES CPA/PFS,C00638692,2020.00,,,,,,,,,,,,,,,,,,,,,,,,616.14,,,,,,,,,,,,,,,,,,,,,,,616.14,,616.14,12373.72,11757.58,,,43466.00,43555.00,,S8IN00148,,,,,,,,,,,,,,,,,,,,,
ANDREW WALTER FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00543280&tabIndex=3,Q1,H,P,Q,PO BOX 13321,TEMPE,AZ,852840056.00,"MARSTON, CHRIS",C00543280,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.00,,,43466.00,43555.00,,H4AZ09023,,,,,,,,,,,,,,,,,,,,,
ANDREWS FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00243428&tabIndex=3,Q1,H,P,Q,215 FOURTH AVENUE,HADDON HEIGHTS,NJ,7076.00,"FERDINAND, ROBYN MS.",C00243428,2020.00,,,,,,,,,,,,,,,,,,,,,151.69,151.69,,1102.46,,,,,,,,,,,,,,,,,,,,,,,1102.46,,1102.46,256002.73,255051.96,,,43466.00,43555.00,,H0NJ01066,,,,,,,,,,,,,,,,,,,,,
ANDREWS FOR SENATE,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00448654&tabIndex=3,Q1,S,P,Q,215 FOURTH AVE,HADDON HEIGHTS,NJ,8035.00,MS ROBYN FERDINAND,C00448654,2020.00,,,,,,,,,,,,,,,,,,,,,11.79,11.79,,30.00,,,,,,,,,,,,,,,,,,,,,,,30.00,,30.00,1728.44,1710.23,114656.39,,43466.00,43555.00,,S8NJ00392,,,,,,,,,,,,,,,,,,,,,
"ANDY BARR FOR CONGRESS, INC.",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00467571&tabIndex=3,Q1,H,P,Q,PO BOX 2059,LEXINGTON,KY,40588.00,"ANDERSON, CHRISTOPHER E. MR.",C00467571,2020.00,176150.00,1138.00,177288.00,1825.00,,335283.92,1000.00,,512571.92,2825.00,,,,,,,88127.69,,,,159.34,608253.40,,100990.87,,,,7394.45,,,,,,,,,,,,,,,,,,,103815.87,509746.92,93596.42,134678.69,639116.22,29652.34,,43466.00,43555.00,,H0KY06104,,,,,,,,,,,,,,,,,,,,,
ANDY HARRIS FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00435974&tabIndex=3,Q1,H,P,Q,PO BOX 426,STEVENSVILLE,MD,21666.00,"KILGORE, PAUL",C00435974,2020.00,104760.00,21890.11,126650.11,,,45500.00,,,172150.11,,,,,,,,,,,,,172150.11,,69593.32,,,,,,,,,,,,,,,,,,,,,250.00,,69843.32,172150.11,69593.32,549035.53,651342.32,,,43466.00,43555.00,,H8MD01094,,,,,,,,,,,,,,,,,,,,,
ANDY KIM FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00648220&tabIndex=3,Q1,H,P,Q,PO BOX 211,MARLTON,NJ,8053.00,"KIM, JAE SOON",C00648220,2020.00,397955.03,60034.30,457989.33,3782.23,,98850.00,,,556839.33,3782.23,,,,,,,,,,,,556839.35,,113616.07,,,,0.02,,,,,,,,,,,,,,,,,,,117398.30,553057.10,113616.05,63813.76,503254.81,39367.13,,43466.00,43555.00,,H8NJ03206,,,,,,,,,,,,,,,,,,,,,
ANDY LEVIN FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00662619&tabIndex=3,Q1,H,P,Q,PO BOX 380381,CLINTON TOWNSHIP,MI,48038.00,"DEBEAUSSAERT, KEN",C00662619,2020.00,4800.00,1825.79,6625.79,320.00,,13000.00,,75.00,19700.79,320.00,,,,,,,,,,,,19743.27,,14524.87,,,,42.48,,,,,,,,,,,,,,,,,50.00,,14894.87,19380.79,14482.39,19108.13,23956.53,,,43466.00,43555.00,,H8MI09118,,,,,,,,,,,,,,,,,,,,,
ANDY ROMAGNANO FOR NORTHWEST FLORIDA,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00697458&tabIndex=3,TER,H,P,T,P.O. BOX 9328,PENSACOLA,FL,32513.00,"ROMAGNANO, CHASE A",C00697458,2020.00,,,,,,,,50.00,50.00,,,,,,,,,,,,,50.00,,13.98,,,,,,,,,,,,,,,,,,,,,,,13.98,50.00,13.98,36.02,72.04,,,43518.00,43579.00,,H0FL01120,,,,,,,,,,,,,,,,,,,,,
ANDY THORBURN FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00652107&tabIndex=3,Q1,H,P,Q,PO BOX 4095,FULLERTON,CA,92834.00,"MAY, JENNIFER",C00652107,2020.00,,,,,,,,,,,,,,,,,,,,,,,,37.89,,,,,,,,,,,,,,,,,,,,,,,37.89,,37.89,37.89,,,,43466.00,43555.00,,H8CA39182,,,,,,,,,,,,,,,,,,,,,
ANDY WHALLON FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00552604&tabIndex=3,Q1,H,P,Q,1995 CANAL AVE,LONG BEACH,CA,90810.00,"LUCIDO, GREGORY",C00552604,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116300.00,,43466.00,43555.00,,H4CA47069,,,,,,,,,,,,,,,,,,,,,
ANGELA MCGLOWAN FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00476440&tabIndex=3,Q1,H,P,Q,PO BOX 2596,OXFORD,MS,38655.00,"MCGLOWAN, ANGELA",C00476440,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1482.20,1482.20,38232.84,,43466.00,43555.00,,H0MS01076,,,,,,,,,,,,,,,,,,,,,
ANGELA ROMAN FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00700062&tabIndex=3,Q1,H,P,Q,PO BOX 9435,BROOKS,OR,97305.00,"CALLAHAN, MARK",C00700062,2020.00,2500.00,160.50,2660.50,,,,,91.59,2752.09,,,,,,,,,,,,,2752.09,,114.26,,,,,,,,,,,,,,,,,,,,,,,114.26,2752.09,114.26,,2637.83,,,43466.00,43555.00,,H0OR05088,,,,,,,,,,,,,,,,,,,,,
ANGELIKA PURKIS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00669945&tabIndex=3,TER,H,P,T,9410 ADLER ST,NEW PORT RICHEY,FL,34654.00,"HORAN, KEVIN MICHAEL",C00669945,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2091.66,-2091.66,,,43466.00,43495.00,,H8FL12096,,,,,,,,,,,,,,,,,,,,,
ANGIE CRAIG FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00575209&tabIndex=3,Q1,H,P,Q,P.O. BOX 22116,EAGAN,MN,55122.00,"SWENSON, SCOTT",C00575209,2020.00,146704.92,35298.81,182003.73,490.77,,146700.00,,,328703.73,490.77,16500.00,16500.00,,,16500.00,16500.00,,,,,,345764.75,,114145.09,,,,561.02,,,,,,,,,,,,,,,,,,,131135.86,328212.96,113584.07,87390.89,302019.78,200000.00,,43466.00,43555.00,,H6MN02131,,,,,,,,,,,,,,,,,,,,,
ANGUS KING FOR U.S. SENATE CAMPAIGN,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00516047&tabIndex=3,Q1,S,P,Q,"PO BOX 368 114 MAINE STREET, SUITE 1",BRUNSWICK,ME,40110368.00,"LONDON, REBECCA",C00516047,2020.00,50.00,289.12,339.12,,,1065.30,,22.20,1426.62,,,,,,,,,,,,44.51,52857.22,,48038.74,,,,51386.09,,,,,,,,,,,,,,,,,,,48038.74,1426.62,-3347.35,385670.64,390489.12,,,43466.00,43555.00,,S2ME00109,,,,,,,,,,,,,,,,,,,,,
ANITA FOR ARIZONA,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00655134&tabIndex=3,Q1,H,P,Q,PO BOX 14694,SCOTTSDALE,AZ,85267.00,"ATWOOD, APRIL",C00655134,2020.00,,,,,,,,,,,,,,,,,,,,,,945.00,,829.87,,,,945.00,,,,,,,,,,,,,,,,,,,829.87,,-115.13,6195.48,6310.61,,,43466.00,43555.00,,H8AZ06103,,,,,,,,,,,,,,,,,,,,,
ANN ASHFORD FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00698779&tabIndex=3,Q1,H,P,Q,7926 SHIRLEY CIR,OMAHA,NE,68124.00,"BARRETT, FRANK",C00698779,2020.00,28075.00,4590.00,32665.00,,,1000.00,,2800.00,36465.00,,,,,,,,,,,,,36465.00,,2107.50,,,,,,,,,,,,,,,,,,,,,,,2107.50,36465.00,2107.50,,34357.50,,,43466.00,43555.00,,H0NE02169,,,,,,,,,,,,,,,,,,,,,
ANN WAGNER FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00495846&tabIndex=3,Q1,H,P,Q,PO BOX 50,BALLWIN,DC,63022.00,"MAGEE, RICHARD",C00495846,2020.00,321150.00,865.00,322015.00,,,127000.00,,,449015.00,,,,,,,,65054.31,,,,,514184.25,,132098.34,,,,114.94,,,,,,,,,,,,,,,,,,,132098.34,449015.00,131983.40,1028257.05,1410342.96,,,43466.00,43555.00,,H2MO02102,,,,,,,,,,,,,,,,,,,,,
ANNA ESHOO FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00258475&tabIndex=3,Q1,H,P,Q,"555 CAPITOL MALL, SUITE 400",SACRAMENTO,CA,95814.00,MARY MCMILLAN,C00258475,2020.00,88575.00,2178.00,90753.00,,,91640.00,,,182393.00,,,,,,,,,,,,14.15,182407.15,,89185.26,,,,,,,,,,,,,,,,,,,,,60606.00,,149791.26,182393.00,89185.26,497047.57,529663.46,2764.73,,43466.00,43555.00,,H8CA12098,,,,,,,,,,,,,,,,,,,,,
ANNABELLE 2018,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00661009&tabIndex=3,Q1,H,P,Q,PO BOX 7432,WEST COLUMBIA,SC,29171.00,"SMITH, CHARLEEN MRS",C00661009,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-627.68,-627.68,6070.00,,43466.00,43555.00,,H8SC02114,,,,,,,,,,,,,,,,,,,,,
ANNETTE BOSWORTH MD FOR US SENATE,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00547539&tabIndex=3,Q1,S,P,Q,610 S BOULEVARD,TAMPA,FL,33606.00,NANCY H WATKINS,C00547539,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33000.00,,43466.00,43555.00,,S4SD00064,,,,,,,,,,,,,,,,,,,,,
ANNETTE TEIJEIRO FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00559492&tabIndex=3,Q1,H,P,Q,1916 HOUSTON DRIVE,LAS VEGAS,NV,89104.00,"TEIJEIRO, ANNETTE",C00559492,2020.00,,,,,,,,,,,,,,,,,,,,,,,,15.00,,,,,,,,,,,,,,,,,,,,,,,15.00,,15.00,10129.91,10114.91,11836.24,,43466.00,43555.00,,H6NV03097,,,,,,,,,,,,,,,,,,,,,
ANTHONY BROWN FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00574640&tabIndex=3,Q1,H,P,Q,12138 CENTRAL AVE #671,BOWIE,MD,20721.00,"BODEN, GERARD",C00574640,2020.00,33187.50,1151.37,34338.87,,,117000.00,,,151338.87,,,,,,,,,,,,12.66,151351.53,,43666.55,,,,,,,,,,,,,,,,,,,,,7000.00,,50666.55,151338.87,43666.55,517526.28,618211.26,,,43466.00,43555.00,,H6MD04209,,,,,,,,,,,,,,,,,,,,,
ANTHONY GONZALEZ FOR CONGRESS ,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00654079&tabIndex=3,Q1,H,P,Q,9856 ARCHER LANE,DUBLIN,OH,43017.00,NATALIE K BAUR,C00654079,2020.00,34360.64,375.00,34735.64,,,175000.00,,,209735.64,,,,,,,,,,,,1.48,209737.12,,57630.05,,,,,,,,,,,,,,,,,,,,,2500.00,,60130.05,209735.64,57630.05,66571.72,216178.79,40000.00,,43466.00,43555.00,,H8OH16124,,,,,,,,,,,,,,,,,,,,,
ANTHONY PORTANTINO CONGRESSIONAL EXPLORATORY COMMITTEE,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00479188&tabIndex=3,Q1,H,P,Q,249 E. OCEAN BLVD. STE. 685,LONG BEACH,CA,90802.00,"GOULD, DAVID L.",C00479188,2020.00,,,,,,,,,,,,,,,,,,,,,1096.56,1096.56,,50.00,,,,,,,,,,,,,,,,,,,,,,,50.00,,50.00,170727.11,171773.67,,,43466.00,43555.00,,H0CA00082,,,,,,,,,,,,,,,,,,,,,
ANTOINETTE SEDILLO LOPEZ FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00637272&tabIndex=3,TER,H,P,T,PO BOX 25802,ALBUQUERQUE,NM,87125.00,"MAY, JENNIFER",C00637272,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43466.00,43486.00,,H8NM01323,,,,,,,,,,,,,,,,,,,,,
ANYA TYNIO FOR HOUSE,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00684696&tabIndex=3,TER,H,P,T,P.O. BOX 794,DERBY,VT,5829.00,"TYNIO, NATASHA ANYA",C00684696,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.81,6.81,,,43466.00,43496.00,,H8VT01065,,,,,,,,,,,,,,,,,,,,,
APPLEGATE FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00581595&tabIndex=3,Q1,H,P,Q,"16633 VENTURA BLVD., #1008",ENCINO,CA,91436.00,"APPLEGATE, DOUGLAS",C00581595,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.41,437.41,5500.00,,43466.00,43555.00,,H6CA49102,,,,,,,,,,,,,,,,,,,,,
ARCHIE PARNELL FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00634709&tabIndex=3,TER,H,P,T,PO BOX 38,SUMTER,SC,29151.00,"MAY, JENNIFER",C00634709,2020.00,,,,,,,,,,,,12151.91,,,,12151.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12151.91,,,12151.91,,,,43466.00,43500.00,,H8SC05174,,,,,,,,,,,,,,,,,,,,,
ARELLANO FOR ARIZONA,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00663245&tabIndex=3,TER,H,P,T,894 E SHERIFFS DRAW LANE,SAHUARITA,AZ,85629.00,"SIFERT, TIM MR.",C00663245,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43466.00,43497.00,,H8AZ03142,,,,,,,,,,,,,,,,,,,,,
ARLETT FOR SENATE,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00676932&tabIndex=3,Q1,S,P,Q,30838 VINES CREEK RD SUITE 1,DAGSBORO,DE,199394385.00,"WRIGHT, STEPHANIE",C00676932,2020.00,,,,,,,,,,,,,,,,,,,,,,,,822.99,,,,,,,,,,,,,,,,,,,,,,,822.99,,822.99,2019.71,1196.72,11995.80,,43466.00,43555.00,,S8DE00145,,,,,,,,,,,,,,,,,,,,,
ARMSTRONG FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00442061&tabIndex=3,Q1,H,P,Q,"5555 DTC PARKWAY, SUITE 370",GREENWOOD VILLAGE,CO,80111.00,"STANKEVITZ, SARAH J.",C00442061,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.07,295.07,250000.00,,43466.00,43555.00,,H8CO06153,,,,,,,,,,,,,,,,,,,,,
ARMSTRONG FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00670547&tabIndex=3,Q1,H,P,Q,1515 BURNT BOAT DRIVE BOX 112,BISMARCK,ND,58503.00,"HOBBS, CABELL",C00670547,2020.00,9543.75,25.00,9568.75,,,64000.00,,,73568.75,,,,,,,,10000.00,,,,,83568.75,,56634.26,,,,,,,,,,,,,,,,,,,,,,,56634.26,73568.75,56634.26,116467.17,143401.66,250000.00,,43466.00,43555.00,,H8ND00096,,,,,,,,,,,,,,,,,,,,,
ARONOFF FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00662973&tabIndex=3,TER,H,P,T,7439 HARRISBURG,HOUSTON,TX,77011.00,LYNNE ARONOFF,C00662973,2020.00,,,,,,,,,,,,,,,,,,,,,,,,57.44,,,,,,,,,,,,,,,,,,,,,,,57.44,,57.44,57.44,,57.44,,43466.00,43500.00,,H8TX29094,,,,,,,,,,,,,,,,,,,,,
ART ROBINSON FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00481341&tabIndex=3,Q1,H,P,Q,2251 DICK GEORGE RD,CAVE JUNCTION,OR,97523.00,"ROBINSON, ART DR.",C00481341,2020.00,500.00,25.00,525.00,,,,,,525.00,,,20000.00,,,,20000.00,,,,,,525.00,,1000.00,,,,,,,,,,,,,,,,,,,,,,,21000.00,525.00,1000.00,46569.19,26094.19,18816.21,,43466.00,43555.00,,H0OR04081,,,,,,,,,,,,,,,,,,,,,
ARTHUR RICH FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00558072&tabIndex=3,Q1,H,P,Q,PO BOX 696,GARLAND,NC,28441.00,ARTHUR JASON RICH,C00558072,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43466.00,43555.00,,H4NC01095,,,,,,,,,,,,,,,,,,,,,
ARUNA MILLER FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00639427&tabIndex=3,Q1,H,P,Q,PO BOX 4194,GAITHERSBURG,MD,20885.00,"SEKHSARIA, SUDHIR MD",C00639427,2020.00,,,,,,,,,,,,,,,,,,,,,,68.00,,102.55,,,,68.00,,,,,,,,,,,,,,,,,,,102.55,,34.55,1821.55,1787.00,,,43466.00,43555.00,,H8MD06143,,,,,,,,,,,,,,,,,,,,,
AUDREY DENNEY FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00664409&tabIndex=3,Q1,H,P,Q,PO BOX 5174,CHICO,CA,95927.00,"JACKSON, SUE",C00664409,2020.00,186225.20,61600.07,247825.27,1300.00,,500.00,,,248325.27,1300.00,,,,,,,,,,,,253567.99,,28724.45,,,,5242.72,,,,,,,,,,,,,,,,,,,30024.45,247025.27,23481.73,492.49,224036.03,,,43466.00,43555.00,,H8CA01257,,,,,,,,,,,,,,,,,,,,,
AUGUST WOLF FOR SENATE,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00577536&tabIndex=3,Q1,S,P,Q,PO BOX 113255,STAMFORD,CT,6911.00,"WOLF, AUGUST L",C00577536,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215170.22,,43466.00,43555.00,,S6CT05090,,,,,,,,,,,,,,,,,,,,,
AUSTIN PETERSEN FOR US SENATE,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00650556&tabIndex=3,TER,S,P,T,208 W 19TH ST,KANSAS CITY,MO,641082002.00,"CARSON, JEFFREY",C00650556,2020.00,,,,,,,,,,,,,,,,,,,,,,,,1764.87,,,,,,,,,,,,,,,,,,,,,,,1764.87,,1764.87,1764.87,,,,43466.00,43555.00,,S8MO00145,,,,,,,,,,,,,,,,,,,,,
AUSTIN SCOTT FOR CONGRESS INC,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00482737&tabIndex=3,Q1,H,P,Q,PO BOX 2530,TIFTON,GA,31793.00,"SCOTT, VIVIEN",C00482737,2020.00,61350.00,400.00,61750.00,,,42300.00,,,104050.00,,,,,,,,,,,,,106673.62,,47431.29,,,,2623.62,,,,,,,,,,,,,,,,,1600.00,,49031.29,104050.00,44807.67,560943.86,618586.19,,,43466.00,43555.00,,H0GA08099,,,,,,,,,,,,,,,,,,,,,
AUTRY FOR TEXAS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00657726&tabIndex=3,Q1,H,P,Q,27708 TOMBALL PKWY #1002,TOMBALL,TX,77375.00,"PRUITT, AUTRY",C00657726,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000.00,,43466.00,43555.00,,H8TX08106,,,,,,,,,,,,,,,,,,,,,
AVA FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00598375&tabIndex=3,Q1,H,P,Q,PO BOX 920938,HOUSTON,TX,77292.00,"PATE, JOHN",C00598375,2020.00,,755.00,755.00,,,,,,755.00,,,,,,,,,,,,,755.00,,179.38,,,,,,,,,,,,,,,,,,,,,,,179.38,755.00,179.38,950.78,1526.40,,,43466.00,43555.00,,H6TX18158,,,,,,,,,,,,,,,,,,,,,
